task_id,task_name,assigned_to,department,status,priority,start_date,due_date,budget_usd,actual_cost_usd,completion_pct,subtask_count,last_updated,notes,risk_flag,sprint_id,ticket_ref
T-2043,Implementation Phase 43,Hannah Lee,QA,Done,High,2024-02-14,2024-03-04,0,5000,100,3,2024-02-24,Milestone for QA initiative #43. Requires sign-off from Hannah Lee. Estimated effort: 26h.,High,SPR-07,JIRA-5133
T-2044,Implementation Phase 44,Bob Smith,Engineering,Done,High,2024-02-14,2024-03-05,1635,1511,100,50,2024-02-14,Milestone for Engineering initiative #44. Requires sign-off from Bob Smith. Estimated effort: 17h.,Medium,SPR-01,JIRA-3496
T-2045,Implementation Phase 45,Fiona Gallagher,Operations,In Progress,Medium,2024-02-16,2024-02-25,16517,14347,-20,2,2024-02-25,Milestone for Operations initiative #45. Requires sign-off from Fiona Gallagher. Estimated effort: 40h.,Low,SPR-03,JIRA-6096
T-2046,Implementation Phase 46,Bob Smith,Operations,Blocked,Medium,2024-02-16,2024-03-10,1841,1933,35,2,2024-02-19,Milestone for Operations initiative #46. Requires sign-off from Bob Smith. Estimated effort: 21h.,Low,SPR-10,JIRA-1672
T-2047,Implementation Phase 47,Alice Chen,Engineering,Cancelled,Low,2024-02-19,2024-03-12,15037,12977,53,4,2024-03-05,Milestone for Engineering initiative #47. Requires sign-off from Alice Chen. Estimated effort: 8h.,,SPR-06,JIRA-8532
T-2048,Implementation Phase 48,Ivan Drago,Operations,Done,Low,2024-02-23,2024-03-03,15270,7990,100,4,2024-03-01,Milestone for Operations initiative #48. Requires sign-off from Ivan Drago. Estimated effort: 29h.,High,SPR-06,JIRA-5022
T-2049,Implementation Phase 49,Fiona Gallagher,QA,Cancelled,Low,2024-02-19,2024-03-03,15771,9000,58,1,2024-02-26,Milestone for QA initiative #49. Requires sign-off from Fiona Gallagher. Estimated effort: 22h.,Medium,SPR-08,JIRA-4475
T-2050,Implementation Phase 50,Alice Chen,Operations,Done,Low,2024-02-22,2024-03-23,9465,6040,100,2,2024-02-24,Milestone for Operations initiative #50. Requires sign-off from Alice Chen. Estimated effort: 17h.,,SPR-08,JIRA-4937
T-2051,Implementation Phase 51,Diana Prince,Engineering,Not Started,Medium,2024-02-26,2024-03-17,17083,12192,0,4,2024-03-04,Milestone for Engineering initiative #51. Requires sign-off from Diana Prince. Estimated effort: 21h.,High,SPR-08,JIRA-9698
T-2052,Implementation Phase 52,Ethan Hunt,Finance,Blocked,Medium,2024-02-24,2024-03-13,19035,12021,49,2,2024-02-27,Milestone for Finance initiative #52. Requires sign-off from Ethan Hunt. Estimated effort: 14h.,High,SPR-02,JIRA-9779
T-2053,Implementation Phase 53,Julia Roberts,QA,Done,Low,2024-02-28,2024-03-09,7276,4012,100,3,2024-02-29,Milestone for QA initiative #53. Requires sign-off from Julia Roberts. Estimated effort: 14h.,High,SPR-04,JIRA-6912
T-2054,Implementation Phase 54,Alice Chen,Marketing,Done,High,2024-02-25,2024-03-10,1463,1310,100,3,2024-03-07,Milestone for Marketing initiative #54. Requires sign-off from Alice Chen. Estimated effort: 10h.,,SPR-02,JIRA-1200
T-2055,Implementation Phase 55,Hannah Lee,Design,In Progress,High,2024-02-29,2024-03-14,16381,12041,42,1,2024-03-13,Milestone for Design initiative #55. Requires sign-off from Hannah Lee. Estimated effort: 6h.,,SPR-08,JIRA-2213
T-2056,Implementation Phase 56,Diana Prince,Operations,Done,High,2024-03-01,2024-03-26,2756,1395,100,1,2024-03-18,Milestone for Operations initiative #56. Requires sign-off from Diana Prince. Estimated effort: 28h.,Medium,SPR-09,JIRA-7232
T-2057,Implementation Phase 57,Julia Roberts,QA,Done,Low,2024-03-01,2024-03-20,10743,10765,100,1,2024-03-20,Milestone for QA initiative #57. Requires sign-off from Julia Roberts. Estimated effort: 8h.,Medium,SPR-11,JIRA-4457
T-2058,Implementation Phase 58,Alice Chen,Marketing,Cancelled,High,2024-03-01,2024-03-27,3660,1866,30,4,2024-03-15,Milestone for Marketing initiative #58. Requires sign-off from Alice Chen. Estimated effort: 40h.,,SPR-05,JIRA-1534
T-2059,Implementation Phase 59,Diana Prince,QA,Not Started,Low,2024-03-01,2024-03-15,10264,9156,0,3,2024-03-13,Milestone for QA initiative #59. Requires sign-off from Diana Prince. Estimated effort: 39h.,Medium,SPR-07,JIRA-2880
T-2060,Implementation Phase 60,Charlie Davis,Marketing,Not Started,High,2024-03-05,2024-03-17,5882,6093,0,3,2024-03-14,Milestone for Marketing initiative #60. Requires sign-off from Charlie Davis. Estimated effort: 38h.,High,SPR-08,JIRA-3037
T-2061,Implementation Phase 61,Hannah Lee,Design,Cancelled,Low,2024-03-05,2024-04-01,10964,9755,73,1,2024-03-24,Milestone for Design initiative #61. Requires sign-off from Hannah Lee. Estimated effort: 4h.,,SPR-12,JIRA-6280
T-2062,Implementation Phase 62,Ethan Hunt,Finance,Cancelled,Low,2024-03-07,2024-03-20,1847,856,12,1,2024-03-19,Milestone for Finance initiative #62. Requires sign-off from Ethan Hunt. Estimated effort: 13h.,,SPR-09,JIRA-8245
T-2063,Implementation Phase 63,Fiona Gallagher,QA,Not Started,Medium,2024-03-06,2024-03-16,15283,12904,0,4,2024-03-11,Milestone for QA initiative #63. Requires sign-off from Fiona Gallagher. Estimated effort: 22h.,Low,SPR-03,JIRA-6403
T-2064,Implementation Phase 64,Bob Smith,QA,Cancelled,High,2024-03-08,2024-04-04,17235,10371,68,3,2024-03-16,Milestone for QA initiative #64. Requires sign-off from Bob Smith. Estimated effort: 22h.,Low,SPR-07,JIRA-9431
T-2065,Implementation Phase 65,Julia Roberts,Engineering,In Progress,Low,2024-03-06,2024-04-01,18779,13584,56,4,2024-03-26,Milestone for Engineering initiative #65. Requires sign-off from Julia Roberts. Estimated effort: 30h.,Low,SPR-04,JIRA-5375
T-2066,Implementation Phase 66,Julia Roberts,Finance,Blocked,High,2024-03-11,2024-03-20,10438,7376,13,2,2024-03-13,Milestone for Finance initiative #66. Requires sign-off from Julia Roberts. Estimated effort: 21h.,Low,SPR-09,JIRA-7684
T-2067,Implementation Phase 67,Ivan Drago,Engineering,In Progress,Medium,2024-03-08,2024-03-20,4717,3410,47,3,2024-03-14,Milestone for Engineering initiative #67. Requires sign-off from Ivan Drago. Estimated effort: 32h.,,SPR-04,JIRA-8483
T-2068,Implementation Phase 68,Bob Smith,Operations,Cancelled,Low,2024-03-13,2024-03-22,13569,7238,27,3,2024-03-19,Milestone for Operations initiative #68. Requires sign-off from Bob Smith. Estimated effort: 23h.,High,SPR-01,JIRA-5634
T-2069,Implementation Phase 69,Fiona Gallagher,QA,Cancelled,Medium,2024-03-15,2024-03-29,17044,17140,54,4,2024-03-22,Milestone for QA initiative #69. Requires sign-off from Fiona Gallagher. Estimated effort: 22h.,Medium,SPR-12,JIRA-4912
T-2070,Implementation Phase 70,Hannah Lee,QA,Not Started,Medium,2024-03-15,2024-04-01,8653,8646,0,4,2024-03-27,Milestone for QA initiative #70. Requires sign-off from Hannah Lee. Estimated effort: 11h.,,SPR-01,JIRA-3068
T-2071,Implementation Phase 71,Hannah Lee,QA,Not Started,Low,2024-03-16,2024-04-08,11878,11982,0,1,2024-04-08,Milestone for QA initiative #71. Requires sign-off from Hannah Lee. Estimated effort: 11h.,,SPR-11,JIRA-3529
T-2072,Implementation Phase 72,Fiona Gallagher,Finance,Blocked,Low,2024-03-13,2024-04-02,9684,6168,20,4,2024-03-23,Milestone for Finance initiative #72. Requires sign-off from Fiona Gallagher. Estimated effort: 33h.,Low,SPR-10,JIRA-2121
T-2073,Implementation Phase 73,Bob Smith,Finance,Not Started,Medium,2024-03-15,2024-04-09,10416,11438,0,1,2024-03-29,Milestone for Finance initiative #73. Requires sign-off from Bob Smith. Estimated effort: 12h.,High,SPR-01,JIRA-1753
T-2074,Implementation Phase 74,Ivan Drago,Design,Blocked,High,2024-03-17,2024-04-16,2838,1718,41,4,2024-04-04,Milestone for Design initiative #74. Requires sign-off from Ivan Drago. Estimated effort: 13h.,Medium,SPR-03,JIRA-2293
T-2075,Implementation Phase 75,Ethan Hunt,Operations,In Progress,High,2024-03-20,2024-04-06,8891,6653,69,4,2024-03-28,Milestone for Operations initiative #75. Requires sign-off from Ethan Hunt. Estimated effort: 2h.,,SPR-05,JIRA-9955
T-2076,Implementation Phase 76,George Weasley,Operations,Done,Low,2024-03-18,2024-03-25,15474,16428,100,3,2024-03-25,Milestone for Operations initiative #76. Requires sign-off from George Weasley. Estimated effort: 21h.,Medium,SPR-07,JIRA-8916
T-2077,Implementation Phase 77,Ethan Hunt,Operations,Done,Low,2024-03-18,2024-03-30,13496,10801,100,1,2024-03-28,Milestone for Operations initiative #77. Requires sign-off from Ethan Hunt. Estimated effort: 27h.,High,SPR-01,JIRA-1803
T-2078,Implementation Phase 78,Diana Prince,Design,In Progress,Low,2024-03-23,2024-04-20,17276,16982,55,2,2024-04-11,Milestone for Design initiative #78. Requires sign-off from Diana Prince. Estimated effort: 18h.,Medium,SPR-11,JIRA-2591
T-2079,Implementation Phase 79,Fiona Gallagher,QA,Not Started,Low,2024-03-25,2024-04-19,2291,1411,0,2,2024-03-27,Milestone for QA initiative #79. Requires sign-off from Fiona Gallagher. Estimated effort: 20h.,High,SPR-12,JIRA-7807
T-2080,Implementation Phase 80,Charlie Davis,Design,Cancelled,Low,2024-03-22,2024-04-02,5330,5066,44,3,2024-03-29,Milestone for Design initiative #80. Requires sign-off from Charlie Davis. Estimated effort: 20h.,High,SPR-02,JIRA-8673
T-2081,Implementation Phase 81,Bob Smith,Finance,Blocked,Low,2024-03-22,2024-03-31,8392,8409,56,4,2024-03-22,Milestone for Finance initiative #81. Requires sign-off from Bob Smith. Estimated effort: 18h.,Low,SPR-08,JIRA-7038
T-2082,Implementation Phase 82,Diana Prince,Finance,Done,High,2024-03-28,2024-04-25,9590,7760,100,4,2024-03-28,Milestone for Finance initiative #82. Requires sign-off from Diana Prince. Estimated effort: 37h.,High,SPR-10,JIRA-4626
T-2083,Implementation Phase 83,Alice Chen,Design,Blocked,High,2024-03-29,2024-04-05,16213,16805,27,1,2024-04-02,Milestone for Design initiative #83. Requires sign-off from Alice Chen. Estimated effort: 33h.,Low,SPR-02,JIRA-4846
T-2084,Implementation Phase 84,Charlie Davis,Finance,Cancelled,Medium,2024-03-29,2024-04-07,13735,9855,85,4,2024-03-30,Milestone for Finance initiative #84. Requires sign-off from Charlie Davis. Estimated effort: 33h.,,SPR-05,JIRA-1536
T-2085,Implementation Phase 85,Fiona Gallagher,Marketing,Done,High,2024-03-31,2024-04-16,8119,5767,100,3,2024-04-01,Milestone for Marketing initiative #85. Requires sign-off from Fiona Gallagher. Estimated effort: 27h.,High,SPR-04,JIRA-3001
T-2086,Implementation Phase 86,Fiona Gallagher,Operations,Not Started,High,2024-03-30,2024-04-06,7950,6751,0,2,2024-04-01,Milestone for Operations initiative #86. Requires sign-off from Fiona Gallagher. Estimated effort: 38h.,Medium,SPR-02,JIRA-4394
T-2087,Implementation Phase 87,Charlie Davis,Marketing,Cancelled,High,2024-04-01,2024-04-12,8634,5439,45,2,2024-04-09,Milestone for Marketing initiative #87. Requires sign-off from Charlie Davis. Estimated effort: 18h.,Medium,SPR-02,JIRA-1422
T-2088,Implementation Phase 88,Charlie Davis,Marketing,Cancelled,Medium,2024-03-30,2024-04-04,12738,12139,12,3,2024-03-30,Milestone for Marketing initiative #88. Requires sign-off from Charlie Davis. Estimated effort: 10h.,,SPR-09,JIRA-2862
T-2089,Implementation Phase 89,Hannah Lee,Design,Cancelled,Low,2024-04-04,2024-04-11,16605,11852,23,2,2024-04-04,Milestone for Design initiative #89. Requires sign-off from Hannah Lee. Estimated effort: 35h.,High,SPR-08,JIRA-1510
T-2090,Implementation Phase 90,Bob Smith,Engineering,Blocked,Low,2024-03-31,2024-04-20,14160,9889,66,1,2024-04-10,Milestone for Engineering initiative #90. Requires sign-off from Bob Smith. Estimated effort: 40h.,Medium,SPR-02,JIRA-3067
T-2091,Implementation Phase 91,Hannah Lee,QA,Cancelled,Low,2024-04-03,2024-04-27,18968,17042,47,4,2024-04-06,Milestone for QA initiative #91. Requires sign-off from Hannah Lee. Estimated effort: 9h.,Medium,SPR-07,JIRA-8398
T-2092,Implementation Phase 92,Fiona Gallagher,QA,Blocked,Low,2024-04-03,2024-04-21,12106,11854,22,4,2024-04-13,Milestone for QA initiative #92. Requires sign-off from Fiona Gallagher. Estimated effort: 18h.,High,SPR-03,JIRA-8770
T-2093,Implementation Phase 93,Ivan Drago,Engineering,Done,High,2024-04-03,2024-04-10,3797,1766,100,1,2024-04-08,Milestone for Engineering initiative #93. Requires sign-off from Ivan Drago. Estimated effort: 9h.,,SPR-06,JIRA-7929
T-2094,Implementation Phase 94,Ivan Drago,Design,Not Started,Low,2024-04-09,2024-04-15,10425,8551,0,2,2024-04-10,Milestone for Design initiative #94. Requires sign-off from Ivan Drago. Estimated effort: 32h.,Medium,SPR-02,JIRA-6736
T-2095,Implementation Phase 95,Julia Roberts,Operations,In Progress,Medium,2024-04-09,2024-04-25,4764,4448,81,1,2024-04-17,Milestone for Operations initiative #95. Requires sign-off from Julia Roberts. Estimated effort: 3h.,Medium,SPR-05,JIRA-6062
T-2096,Implementation Phase 96,Bob Smith,Marketing,Cancelled,Low,2024-04-08,2024-04-24,1200,632,61,2,2024-04-08,Milestone for Marketing initiative #96. Requires sign-off from Bob Smith. Estimated effort: 7h.,Medium,SPR-07,JIRA-7878
T-2097,Implementation Phase 97,Julia Roberts,Finance,Done,Low,2024-04-10,2024-04-25,6157,4057,100,1,2024-04-11,Milestone for Finance initiative #97. Requires sign-off from Julia Roberts. Estimated effort: 11h.,Medium,SPR-10,JIRA-1815
T-2098,Implementation Phase 98,George Weasley,QA,Blocked,Low,2024-04-13,2024-04-20,9916,7042,66,3,2024-04-16,Milestone for QA initiative #98. Requires sign-off from George Weasley. Estimated effort: 34h.,Low,SPR-06,JIRA-8043
T-2099,Implementation Phase 99,George Weasley,Design,Not Started,High,2024-04-09,2024-04-23,16945,13028,0,1,2024-04-09,Milestone for Design initiative #99. Requires sign-off from George Weasley. Estimated effort: 15h.,High,SPR-04,JIRA-3248
T-2100,Implementation Phase 100,George Weasley,QA,Blocked,High,2024-04-12,2024-04-26,11751,5687,26,2,2024-04-20,Milestone for QA initiative #100. Requires sign-off from George Weasley. Estimated effort: 37h.,High,SPR-02,JIRA-7505
T-2101,Implementation Phase 101,George Weasley,Engineering,Done,Low,2024-04-16,2024-04-22,15294,6318,100,4,2024-04-21,Milestone for Engineering initiative #101. Requires sign-off from George Weasley. Estimated effort: 28h.,High,SPR-02,JIRA-7636
T-2102,Implementation Phase 102,Bob Smith,Operations,Blocked,Low,2024-04-12,2024-04-27,6631,6371,56,4,2024-04-15,Milestone for Operations initiative #102. Requires sign-off from Bob Smith. Estimated effort: 17h.,,SPR-10,JIRA-7560
T-2103,Implementation Phase 103,Fiona Gallagher,Finance,Done,High,2024-04-17,2024-04-24,13968,14098,100,2,2024-04-18,Milestone for Finance initiative #103. Requires sign-off from Fiona Gallagher. Estimated effort: 34h.,Low,SPR-09,JIRA-9355
T-2104,Implementation Phase 104,Charlie Davis,Finance,In Progress,High,2024-04-15,2024-05-14,12448,8038,23,3,2024-04-21,Milestone for Finance initiative #104. Requires sign-off from Charlie Davis. Estimated effort: 13h.,Medium,SPR-11,JIRA-2234
T-2105,Implementation Phase 105,Julia Roberts,Operations,Cancelled,Medium,2024-04-16,2024-05-15,17191,12459,82,3,2024-05-13,Milestone for Operations initiative #105. Requires sign-off from Julia Roberts. Estimated effort: 22h.,Medium,SPR-08,JIRA-2118
T-2106,Implementation Phase 106,Ivan Drago,Operations,Not Started,Medium,2024-04-19,2024-05-08,10922,10457,0,1,2024-04-28,Milestone for Operations initiative #106. Requires sign-off from Ivan Drago. Estimated effort: 31h.,,SPR-01,JIRA-1932
T-2107,Implementation Phase 107,George Weasley,Engineering,Cancelled,Low,2024-04-19,2024-05-03,3514,2991,74,4,2024-04-28,Milestone for Engineering initiative #107. Requires sign-off from George Weasley. Estimated effort: 37h.,Low,SPR-08,JIRA-4084
T-2108,Implementation Phase 108,Bob Smith,Engineering,Blocked,High,2024-04-20,2024-05-14,16585,12454,53,2,2024-04-21,Milestone for Engineering initiative #108. Requires sign-off from Bob Smith. Estimated effort: 17h.,,SPR-08,JIRA-9586
T-2109,Implementation Phase 109,Julia Roberts,Design,Blocked,Medium,2024-04-23,2024-05-17,6201,4059,53,1,2024-05-13,Milestone for Design initiative #109. Requires sign-off from Julia Roberts. Estimated effort: 23h.,Low,SPR-06,JIRA-2548
T-2110,Implementation Phase 110,Bob Smith,Finance,Cancelled,High,2024-04-24,2024-05-20,13666,8184,52,2,2024-05-05,Milestone for Finance initiative #110. Requires sign-off from Bob Smith. Estimated effort: 21h.,,SPR-03,JIRA-2388
T-2111,Implementation Phase 111,Bob Smith,Design,In Progress,Low,2024-04-23,2024-05-15,13343,11347,77,4,2024-05-09,Milestone for Design initiative #111. Requires sign-off from Bob Smith. Estimated effort: 25h.,Low,SPR-06,JIRA-6060
T-2112,Implementation Phase 112,Charlie Davis,QA,In Progress,High,2024-04-23,2024-05-04,12197,12969,27,1,2024-04-27,Milestone for QA initiative #112. Requires sign-off from Charlie Davis. Estimated effort: 8h.,Low,SPR-11,JIRA-6517
